benchmark,result,holes,solve
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00870_038559__20847842_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00195_006457__17976670_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00407_016661__18934564_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00964_042168__21333282_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00900_039863__21056582_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00942_041490__21215456_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00922_040696__21134054_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00440_018392__19031066_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00569_025187__19560982_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00582_026030__19639984_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00682_030435__20153778_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00265_009655__18261504_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00111_003462__17554762_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00236_008186__18110828_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00057_001885__17381632_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_01243_054857__22289624_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_01018_044201__21563306_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00131_004062__17639690_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00852_037889__20782848_1.p.stdout,unsat,,2850
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00639_028515__19892740_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00757_033674__20476350_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_01144_049693__21984386_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00477_020441__19205790_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_01102_047473__21802638_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00776_034710__20550820_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00333_012905__18594022_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_01113_048044__21890394_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00665_029558__20071258_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_01202_053187__22222896_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_01003_043604__21492244_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00739_032898__20385176_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_01326_058379__22557790_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00041_001045__17264314_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00287_010680__18375850_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00248_008878__18187072_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_01297_057134__22477552_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_01187_052253__22143204_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_01269_055916__22395782_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_01029_044655__21638516_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00164_005274__17888504_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_01158_050841__22068980_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00787_035364__20622842_1.p.stdout,unsat,,21255
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00091_002807__17478150_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00389_015651__18859112_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00833_037135__20693906_1.p.stdout,unsat,,33680
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00708_031282__20235094_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00526_023191__19436236_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00652_029048__19985844_1.p.stdout,unsat,,13421
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00723_032180__20320734_1.p.stdout,unsat,,2407
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00545_023949__19508702_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00373_014795__18770676_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00886_039345__20922998_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00499_021309__19275462_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00624_027790__19807338_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00352_013863__18695922_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00598_026818__19718274_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_01078_046339__21712596_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00153_004845__17817530_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00991_043139__21419664_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00316_011823__18492838_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00455_019367__19126130_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Bernoulli/0045_Bernoulli_FPS/prob_00140_004426__17728636_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0014_DynPDG/prob_00077_002433__31162234_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0014_DynPDG/prob_00183_006500__31393120_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0014_DynPDG/prob_00307_011852__31610290_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0015_DependentLiveVariables/prob_00047_001683__31843292_1.p.stdout,unsat,,1907
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0015_DependentLiveVariables/prob_00446_019231__32558344_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0015_DependentLiveVariables/prob_00322_013539__32327128_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0015_DependentLiveVariables/prob_00162_007150__32075538_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0019_Slice/prob_01301_056267__35030092_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0019_Slice/prob_00172_006508__33229328_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0019_Slice/prob_00317_013314__33435100_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0019_Slice/prob_00776_033133__34080204_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0019_Slice/prob_01018_043554__34551760_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0019_Slice/prob_00637_027349__33862002_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0019_Slice/prob_01560_068888__35475002_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0019_Slice/prob_01426_062330__35280480_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0019_Slice/prob_01125_048923__34812066_1.p.stdout,unsat,,9049
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0019_Slice/prob_00498_021290__33641130_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0019_Slice/prob_01680_074381__35715612_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0019_Slice/prob_00888_037904__34316096_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0019_Slice/prob_01817_081620__35924274_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0001_BasicDefs/prob_00049_001687__28331100_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0021_CDepInstantiations/prob_00324_014181__36618674_1.p.stdout,unsat,,2931
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0021_CDepInstantiations/prob_00663_030140__37235312_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0021_CDepInstantiations/prob_00437_020097__36836800_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0021_CDepInstantiations/prob_00532_024548__37036024_1.p.stdout,unsat,,1914
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0021_CDepInstantiations/prob_00200_009367__36418104_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0021_CDepInstantiations/prob_00107_005092__36201120_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0021_CDepInstantiations/prob_00770_035072__37431250_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0035_Interpretation/prob_00063_002053__59829214_1.p.stdout,unsat,,1829
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0032_Labels/prob_00069_001772__58908642_1.p.stdout,unsat,,55938
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0032_Labels/prob_00149_004575__59023314_1.p.stdout,unsat,,1788
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0033_Semantics/prob_00295_010609__59204634_1.p.stdout,unsat,,32081
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0033_Semantics/prob_00188_006007__59103602_1.p.stdout,unsat,,6557
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0005_DynStandardControlDependence/prob_00064_002366__29866766_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0005_DynStandardControlDependence/prob_00161_006345__30077554_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0005_DynStandardControlDependence/prob_00262_011029__30294730_1.p.stdout,unsat,,1869
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0005_DynStandardControlDependence/prob_00351_015024__30503538_1.p.stdout,unsat,,2864
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0013_PDG/prob_00105_003220__30940058_1.p.stdout,unsat,,1890
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0002_CFG/prob_00165_005190__28459746_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0009_CFG_wf/prob_00059_002379__30732530_1.p.stdout,unsat,,54549
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0003_CFGExit/prob_00038_001266__28661578_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0004_Postdomination/prob_00270_010812__29274366_1.p.stdout,unsat,,47719
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0004_Postdomination/prob_00070_002649__28866092_1.p.stdout,unsat,,16126
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0004_Postdomination/prob_00527_021523__29666692_1.p.stdout,unsat,,2106
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0004_Postdomination/prob_00161_006553__29064030_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0004_Postdomination/prob_00400_015779__29495732_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0026_JVMPostdomination/prob_00311_010648__45771768_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0026_JVMPostdomination/prob_00421_015180__46007162_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0026_JVMPostdomination/prob_00221_007365__45242924_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0026_JVMPostdomination/prob_00621_023114__46725454_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0026_JVMPostdomination/prob_00715_027669__47258128_1.p.stdout,unsat,,16707
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0026_JVMPostdomination/prob_00107_004005__44848644_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0026_JVMPostdomination/prob_00534_019624__46272202_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0029_BitVector/prob_00076_002466__57544224_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0025_JVMCFG_wf/prob_00976_034017__41913164_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0025_JVMCFG_wf/prob_00852_029796__41583622_1.p.stdout,unsat,,35727
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0025_JVMCFG_wf/prob_00621_020900__40337344_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0025_JVMCFG_wf/prob_00254_006975__37788396_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0025_JVMCFG_wf/prob_00482_015666__39255712_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0025_JVMCFG_wf/prob_00748_025373__41430496_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0025_JVMCFG_wf/prob_00365_011223__38344898_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0025_JVMCFG_wf/prob_01084_037465__43095708_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0036_WellFormed/prob_00142_005173__59936266_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0036_WellFormed/prob_00358_014624__60116294_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0036_WellFormed/prob_00253_009859__60017906_1.p.stdout,,,
/home/user/artifact/output/all/duper/seventeen/baseline_probs/clean_FOF/Slicing/0016_Distance/prob_00125_005409__32800998_1.p.stdout,,,
